id,user_id,document_id,action_date,action_id
164,2,49,2023-12-02 11:49:34,3
165,5,33,2024-03-03 14:09:56,3
166,8,19,2023-11-01 08:36:24,3
167,5,45,2024-01-23 17:53:56,3
168,7,41,2024-07-17 21:54:52,2
169,1,17,2023-03-11 07:48:54,2
170,4,4,2024-08-11 17:38:12,2
171,1,35,2024-03-07 12:45:43,2
172,6,5,2023-05-10 07:38:43,3
173,8,34,2023-07-21 17:36:27,2
174,1,40,2023-06-08 07:25:42,1
175,4,50,2023-04-25 20:01:23,3
176,4,39,2023-06-07 09:08:50,1
177,10,46,2023-04-20 06:39:14,2
178,10,3,2024-10-23 01:30:38,2
179,9,23,2024-03-14 09:05:49,1
180,5,36,2024-04-17 13:52:02,1
181,2,23,2024-02-19 04:11:33,3
182,1,47,2023-06-09 21:04:12,3
183,6,43,2023-11-11 08:24:15,2
184,8,29,2024-12-29 20:26:52,1
185,3,4,2024-01-19 01:55:08,3
186,3,27,2023-11-23 05:58:36,1
187,9,47,2023-05-30 02:13:20,3
188,1,17,2023-12-17 22:29:16,2
189,6,11,2024-01-19 15:43:15,1
190,4,42,2024-10-10 06:15:24,3
191,1,18,2024-07-11 08:03:20,1
192,1,49,2023-06-19 11:56:01,1
193,3,3,2023-05-10 17:13:30,3
194,5,50,2024-10-28 16:32:54,1
195,7,39,2024-08-29 03:25:03,2
196,2,7,2024-02-24 18:30:23,1
197,6,3,2023-12-16 14:12:08,1
198,10,6,2024-11-02 09:44:48,1
199,7,20,2023-01-07 23:35:14,3
200,10,43,2023-08-14 20:58:45,2
201,6,32,2024-06-28 12:59:21,2
202,5,9,2024-04-04 05:10:34,2
203,8,18,2024-04-25 14:19:57,1
204,10,41,2023-12-03 21:06:45,2
205,1,5,2023-08-17 01:57:10,3
206,2,47,2023-12-16 18:05:05,1
207,6,23,2023-02-22 04:46:40,1
208,9,31,2023-05-25 20:41:11,2
209,5,7,2023-02-28 22:09:07,1
210,5,33,2023-12-05 15:47:26,3
211,2,9,2024-08-25 21:57:58,3
212,5,31,2024-03-02 13:03:34,3
213,4,33,2023-06-26 09:31:42,2
214,4,35,2023-08-03 17:32:58,2
215,7,48,2023-10-27 21:38:04,3
216,10,29,2024-07-25 23:52:18,1
217,7,9,2024-01-10 03:33:03,2
218,10,13,2023-11-06 10:26:40,2
219,6,3,2023-05-01 21:13:39,1
220,7,23,2024-03-05 12:38:18,2
221,4,19,2023-09-10 19:15:40,3
222,9,48,2023-09-19 23:57:06,3
223,5,39,2023-10-29 09:09:28,1
224,3,4,2023-11-19 20:26:57,1
225,7,43,2023-11-11 02:28:21,1
226,7,4,2024-01-02 16:35:38,2
227,1,4,2022-12-31 17:08:54,1
228,6,6,2024-01-06 13:41:12,2
229,8,32,2024-10-03 06:42:15,1
230,3,1,2024-12-14 11:27:30,2
231,2,3,2023-04-04 22:37:13,2
232,6,50,2023-04-27 12:07:06,2
233,10,2,2024-08-27 03:22:39,1
234,7,31,2023-09-10 17:04:50,1
235,3,49,2024-02-07 00:32:54,1
236,4,43,2024-12-02 23:14:58,3
237,8,4,2023-09-28 00:58:01,2
238,3,13,2024-10-12 06:34:12,2
239,5,36,2024-03-08 08:19:17,3
240,5,24,2023-08-31 14:21:37,2
241,8,40,2024-10-13 12:52:00,1
242,7,7,2024-09-25 15:33:30,2
243,10,23,2023-06-06 03:47:57,2
244,3,46,2023-10-18 12:57:29,2
245,5,8,2023-07-10 11:18:34,2
246,9,41,2023-08-15 02:42:43,3
247,7,17,2024-05-30 04:14:46,3
248,6,21,2023-08-13 01:06:20,2
249,5,18,2024-06-30 09:54:20,2
250,1,10,2024-03-28 07:10:33,3
251,3,29,2024-10-23 01:38:55,2
252,10,48,2023-04-24 22:12:49,3
253,9,3,2024-07-15 01:02:45,1
254,3,28,2024-07-30 18:32:27,2
255,2,41,2023-06-10 13:21:55,2
256,3,26,2023-02-07 04:37:04,3
257,10,4,2024-11-21 22:34:47,3
258,3,12,2024-12-10 02:17:50,1
259,9,28,2024-03-05 03:31:21,1
260,9,10,2023-07-16 09:38:21,3
261,9,17,2024-07-13 23:14:46,3
262,10,3,2024-10-22 14:45:16,1
263,2,8,2024-06-01 06:59:31,2
264,4,10,2023-09-02 02:44:09,3
265,1,5,2024-07-17 18:04:34,2
266,6,24,2023-02-04 19:36:56,2
267,4,18,2023-01-23 21:34:44,2
268,2,36,2023-10-11 16:58:11,2
269,1,3,2023-09-30 13:18:24,3
270,10,41,2023-03-21 18:13:15,3
271,8,35,2023-06-28 14:01:37,2
272,6,16,2024-03-14 11:16:25,1
273,8,31,2023-12-11 21:53:36,3
274,8,30,2023-04-28 17:55:13,3
275,8,42,2024-03-19 19:02:50,3
276,7,7,2023-07-07 03:33:43,1
277,4,37,2023-12-08 14:55:20,1
278,6,21,2024-06-16 14:49:27,2
279,1,50,2024-02-17 00:58:11,3
280,6,2,2024-04-10 15:02:46,2
281,7,38,2024-10-19 10:09:15,1
282,7,21,2023-08-13 05:50:01,3
283,5,40,2024-11-27 13:27:45,1
284,9,6,2024-05-23 02:20:35,3
285,9,17,2023-07-01 12:20:04,3
286,9,35,2024-04-05 11:54:02,3
287,9,9,2023-05-11 20:15:36,3
288,10,38,2024-09-27 11:00:47,3
289,6,9,2023-05-10 11:38:33,2
290,3,49,2023-01-14 15:42:51,3
291,2,37,2023-08-16 01:43:44,2
292,6,49,2024-07-20 11:22:58,3
293,10,27,2023-11-26 11:18:50,2
294,10,44,2023-05-22 11:39:08,2
295,5,24,2023-03-12 08:38:28,2
296,4,31,2023-07-21 23:21:44,2
297,10,31,2024-07-02 12:58:07,1
298,4,21,2023-06-06 23:11:08,2
299,3,29,2023-01-09 19:22:41,2
300,2,44,2024-04-12 06:21:33,1
301,3,47,2024-05-01 03:02:52,1
302,5,10,2024-05-07 02:17:08,1
303,10,16,2023-11-02 16:30:11,2
304,5,15,2023-01-13 20:12:14,2
305,1,3,2024-01-11 12:22:47,2
306,3,25,2023-11-14 03:35:43,3
307,3,6,2024-06-03 22:27:12,2
308,5,22,2023-03-26 03:01:49,1
309,8,26,2023-09-18 07:43:19,2
310,5,24,2024-02-26 13:35:34,3
311,1,24,2024-04-13 00:50:38,3
312,9,47,2023-12-19 05:08:14,3
313,2,20,2023-06-28 03:39:19,1
314,7,29,2024-09-01 21:35:42,1
315,4,10,2024-01-04 02:37:20,1
316,1,46,2023-07-30 02:55:55,3
317,7,5,2024-08-24 21:39:16,2
318,2,20,2024-09-05 13:18:56,1
319,1,32,2024-08-14 12:53:16,1
320,8,22,2023-09-06 12:33:11,2
321,7,14,2024-12-07 07:41:03,3
322,3,27,2024-11-15 04:47:34,1
323,7,44,2024-03-12 15:59:08,1
324,8,20,2023-02-11 17:32:16,2
325,6,49,2023-11-11 14:32:09,1
326,7,15,2024-12-26 19:28:15,1
327,7,3,2023-03-18 08:19:19,2
328,3,30,2024-10-16 17:33:31,3
329,2,20,2024-05-28 17:23:08,2
330,10,32,2023-08-13 03:41:32,2
331,1,49,2023-04-18 18:08:59,2
332,6,34,2024-02-26 06:40:40,3
333,3,29,2024-08-11 21:37:37,3
334,1,13,2024-11-10 01:25:32,2
335,5,41,2023-02-10 08:56:52,3
336,10,26,2023-01-24 22:44:55,1
337,10,9,2024-05-21 19:15:03,2
338,10,19,2023-04-16 21:02:26,2
339,8,2,2023-08-13 01:11:20,2
340,4,16,2024-04-24 00:30:28,2
341,9,31,2024-10-07 09:07:35,2
342,6,39,2023-06-02 12:57:40,1
343,1,9,2023-04-29 23:48:23,1
344,1,46,2024-04-20 19:21:30,3
345,6,16,2023-04-28 04:31:08,2
346,8,29,2024-02-17 22:30:34,3
347,6,47,2024-10-24 01:15:37,2
348,1,8,2024-01-01 02:54:34,1
349,8,24,2024-05-26 11:23:14,3
350,8,48,2023-03-01 18:19:39,2
351,2,36,2023-03-18 06:10:35,3
352,8,34,2024-01-26 07:34:44,2
353,8,38,2023-04-24 11:42:39,3
354,5,33,2023-12-01 12:36:58,3
355,3,26,2023-09-05 09:00:33,2
356,9,39,2024-09-13 12:46:37,3
357,3,25,2024-09-26 02:00:58,3
358,3,3,2023-04-28 13:25:25,3
359,9,9,2023-10-28 00:19:46,2
360,1,20,2024-04-10 05:24:47,1
361,5,34,2023-02-27 01:19:51,2
362,10,39,2023-12-07 22:41:37,1
363,7,45,2024-11-29 21:10:39,1
364,3,44,2023-07-16 10:17:18,2
365,7,9,2023-01-18 18:50:40,1
366,10,11,2023-04-14 07:52:42,2
367,5,42,2023-12-06 23:35:13,3
368,6,23,2023-11-30 18:47:09,1
369,6,2,2023-04-01 01:12:48,2
370,3,48,2024-01-20 09:24:24,2
371,3,15,2024-06-06 13:01:25,1
372,6,50,2023-11-28 05:17:23,2
373,4,3,2024-09-01 02:28:10,1
374,3,36,2023-10-05 11:50:07,1
375,7,33,2024-03-18 00:56:40,1
376,7,50,2024-11-08 00:19:55,2
377,8,4,2023-03-26 14:36:00,2
378,4,44,2024-09-30 15:22:20,1
379,5,14,2023-01-12 18:47:25,3
380,7,3,2024-05-26 04:57:20,1
381,3,27,2024-05-18 10:29:25,3
382,2,37,2023-06-03 11:35:11,1
383,7,47,2023-05-05 23:44:52,2
384,7,17,2023-06-29 09:23:51,2
385,3,30,2023-08-01 14:20:36,2
386,4,50,2024-08-16 21:01:41,2
387,10,32,2024-04-25 20:16:32,3
388,7,23,2023-02-01 08:49:01,3
389,5,1,2023-05-18 00:31:14,3
390,2,6,2023-08-28 16:27:39,1
391,5,30,2024-09-09 09:18:54,1
392,10,1,2023-04-16 07:07:00,1
393,7,4,2023-04-22 07:00:39,2
394,2,22,2024-12-28 20:10:37,3
395,10,31,2024-06-30 10:11:39,1
396,8,9,2023-02-11 07:24:51,2
397,9,30,2023-07-30 15:50:10,2
398,9,33,2024-04-26 00:52:44,2
399,10,43,2023-01-10 23:16:01,1
400,6,14,2023-07-06 04:56:11,3
401,9,26,2024-11-24 02:27:37,3
402,4,11,2023-04-30 22:30:50,2
403,4,16,2024-09-07 01:58:19,2
404,5,18,2024-05-29 10:06:13,2
405,9,30,2023-02-20 16:42:03,3
406,9,31,2024-09-29 01:34:04,2
407,4,38,2023-12-07 18:26:53,3
408,10,23,2024-09-10 02:35:37,2
409,1,4,2023-06-04 11:39:07,1
410,9,15,2024-01-30 22:39:19,3
411,4,34,2024-03-25 03:04:22,3
412,3,49,2024-01-28 05:49:37,3
413,6,42,2023-03-04 08:23:49,3
414,4,1,2024-04-03 10:44:56,2
415,5,4,2023-12-12 23:16:54,2
416,2,1,2024-04-25 15:39:36,2
417,2,21,2024-03-09 12:57:31,1
418,6,20,2023-05-10 17:21:56,2
419,10,49,2024-05-07 14:06:59,3
420,9,25,2024-12-09 11:02:47,3
421,10,30,2024-08-31 06:08:46,3
422,4,21,2023-04-21 14:45:40,3
423,4,46,2024-04-07 05:34:26,3
424,7,33,2024-05-11 04:22:46,1
425,1,38,2023-09-05 20:20:25,1
426,6,45,2023-01-30 01:02:52,2
427,5,39,2024-04-30 10:36:52,3
428,6,39,2023-10-10 03:54:49,1
429,5,15,2023-12-21 04:48:45,3
430,7,45,2024-04-11 18:22:42,2
431,6,4,2024-02-17 09:12:07,3
432,8,3,2023-02-18 22:37:34,1
433,6,23,2023-04-05 05:36:29,2
434,9,28,2023-04-09 22:40:07,3
435,10,35,2024-06-06 07:36:08,3
436,4,29,2024-09-17 00:38:13,3
437,9,28,2023-09-16 23:58:18,2
438,9,8,2024-10-30 01:04:06,3
439,6,33,2024-07-08 13:21:54,1
440,6,10,2024-06-21 23:55:16,2
441,9,7,2023-06-24 09:03:50,1
442,9,9,2023-08-27 20:27:41,1
443,1,8,2024-07-28 07:15:38,3
444,9,12,2024-01-26 05:14:29,1
445,4,34,2024-02-08 04:20:11,2
446,9,41,2023-04-14 16:15:21,1
447,9,27,2024-04-04 16:06:05,1
448,7,38,2024-08-18 06:32:36,3
449,2,29,2024-01-15 13:34:41,1
450,2,7,2023-02-21 14:18:39,2
451,10,44,2023-09-21 15:05:50,1
452,8,10,2023-08-03 11:48:53,2
453,9,10,2024-01-12 02:42:54,1
454,10,35,2024-06-21 08:06:52,1
455,9,5,2024-08-10 01:14:29,3
456,2,22,2024-03-26 06:07:13,3
457,10,41,2023-09-30 14:05:48,2
458,4,49,2024-04-17 13:02:37,1
459,2,16,2024-11-05 14:33:52,3
460,10,5,2024-02-17 03:41:35,1
461,8,2,2023-01-22 11:10:55,1
462,4,34,2024-01-05 03:29:59,3
463,2,45,2024-04-09 17:04:16,2
464,9,37,2024-04-06 20:51:50,1
465,3,40,2023-08-09 14:11:41,2
466,10,48,2023-08-14 19:05:20,3
467,10,37,2023-04-10 18:23:50,2
468,6,26,2024-08-12 02:38:12,1
469,9,44,2024-09-13 21:41:28,3
470,9,42,2023-03-12 18:10:16,1
471,7,25,2023-10-19 21:58:40,2
472,1,46,2024-02-07 23:31:44,2
473,7,7,2024-05-04 23:43:13,1
474,6,31,2023-04-13 20:59:44,2
475,1,4,2023-04-07 19:54:22,3
476,7,34,2023-11-13 17:17:41,3
477,1,37,2024-11-02 16:49:54,1
478,1,30,2023-05-30 11:05:22,3
479,2,34,2023-01-13 04:32:57,2
480,3,48,2024-08-03 14:02:32,3
481,8,46,2024-03-29 20:59:51,1
482,3,49,2024-08-23 15:12:10,3
483,5,4,2024-10-14 20:41:35,2
484,9,2,2023-09-11 01:42:39,1
485,4,47,2024-09-17 11:45:18,1
486,7,13,2023-02-20 19:54:05,1
487,6,16,2023-12-18 20:14:20,2
488,6,33,2024-03-07 05:45:43,1
489,1,31,2023-02-19 14:22:23,3
490,3,49,2023-08-06 18:38:32,1
491,1,31,2023-05-26 10:15:00,3
492,3,1,2024-05-07 13:48:26,3
493,8,48,2023-02-16 13:18:46,2
494,2,30,2024-05-28 03:13:02,1
495,1,12,2024-11-28 09:35:36,1
496,3,21,2023-07-26 22:29:18,1
497,4,11,2023-07-06 09:58:23,3
498,3,44,2023-05-09 09:40:18,3
499,8,14,2024-09-23 16:42:05,3
500,2,36,2024-04-04 14:14:43,2
501,4,25,2024-04-25 23:24:21,1
502,3,31,2024-03-14 12:54:17,3
503,7,8,2024-05-04 20:12:40,1
504,2,47,2024-05-28 00:38:33,3
505,2,2,2023-07-01 11:38:01,1
506,2,38,2023-11-05 05:15:11,3
507,3,34,2024-04-19 11:30:51,2
508,7,17,2024-08-24 05:32:42,1
509,1,48,2023-01-22 06:25:59,3
510,3,49,2023-06-25 12:17:14,3
511,10,30,2024-12-25 18:30:33,1
512,7,25,2023-06-11 05:46:07,1
513,9,18,2024-11-19 18:52:35,1
514,3,17,2023-10-06 22:48:02,1
515,1,24,2024-12-02 01:27:05,3
516,2,13,2024-12-15 16:00:33,3
517,1,40,2023-06-10 08:10:45,3
518,4,14,2024-05-14 01:42:56,1
519,3,7,2024-09-11 01:48:47,1
520,1,49,2023-09-30 09:57:19,1
521,1,19,2024-05-30 16:12:01,1
522,2,19,2023-12-20 15:32:07,2
523,7,37,2024-07-11 03:42:44,2
524,7,14,2024-07-23 00:15:53,1
525,7,8,2024-09-20 20:08:35,1
526,2,10,2024-06-15 03:56:47,3
527,7,32,2023-07-12 16:19:04,1
528,3,35,2023-03-31 02:15:32,3
529,1,4,2024-11-28 07:57:44,1
530,1,8,2024-04-13 11:32:12,2
531,7,40,2024-12-22 19:21:02,1
532,6,36,2023-03-29 02:59:44,2
533,3,43,2024-02-22 17:39:39,3
534,8,16,2023-10-03 12:13:34,3
535,10,49,2024-05-26 13:12:17,3
536,1,15,2023-04-03 16:42:48,2
537,4,47,2024-07-13 10:53:56,1
538,7,10,2024-07-18 03:46:49,1
539,1,5,2024-08-24 20:37:55,3
540,4,16,2024-07-29 16:47:53,2
541,9,10,2024-12-27 19:35:28,2
542,5,39,2024-09-08 22:20:55,3
543,4,43,2023-08-25 23:24:58,3
544,2,44,2024-03-13 10:04:47,3
545,6,37,2024-08-27 04:20:31,2
546,8,50,2024-04-28 15:11:12,3
547,10,34,2024-10-01 18:45:20,1
548,5,15,2024-02-20 14:14:29,2
549,10,49,2023-04-20 02:07:48,1
550,9,10,2024-04-08 21:21:32,1
551,4,18,2024-12-05 23:31:42,2
552,2,3,2023-07-18 10:39:47,3
553,9,28,2024-02-16 02:43:48,2
554,5,4,2023-08-19 09:15:34,1
555,6,42,2024-07-17 21:17:31,1
556,10,2,2023-07-30 11:23:34,1
557,3,28,2023-04-01 05:01:17,3
558,10,20,2024-02-02 00:39:56,3
559,8,4,2024-03-24 05:35:53,3
560,9,13,2023-08-08 10:39:26,2
561,5,26,2023-02-02 01:40:34,2
562,1,43,2024-10-05 23:22:43,1
563,1,21,2024-11-10 08:31:27,1
564,10,36,2024-04-27 16:48:14,2
565,1,48,2023-03-13 23:16:06,1
566,8,44,2024-11-15 12:44:05,3
567,5,17,2024-08-08 04:36:46,2
568,10,17,2023-04-29 11:48:02,3
569,7,29,2023-02-05 19:39:42,2
570,8,28,2024-05-12 17:46:30,2
571,10,19,2024-01-01 03:55:32,3
572,6,38,2023-09-08 07:44:43,2
573,10,22,2024-05-20 02:21:01,2
574,4,34,2024-01-22 08:08:32,2
575,7,16,2023-06-29 08:59:02,2
576,7,29,2024-02-10 06:43:48,1
577,3,50,2023-05-29 00:46:23,2
578,5,37,2024-05-01 11:21:14,1
579,3,44,2024-12-29 06:11:33,2
580,1,6,2023-11-02 00:15:12,1
581,6,27,2023-11-29 09:41:03,3
582,1,41,2024-04-25 18:43:23,2
583,2,20,2024-05-19 00:28:44,1
584,3,45,2023-05-21 02:28:13,3
585,10,18,2024-12-08 18:27:10,1
586,7,24,2024-12-13 10:30:56,2
587,1,16,2023-03-31 01:41:30,2
588,2,20,2024-10-16 19:35:37,3
589,4,32,2024-10-21 01:27:49,3
590,3,14,2024-07-26 10:31:32,2
591,2,32,2024-02-18 20:52:13,1
592,9,20,2023-11-20 21:24:00,2
593,3,41,2024-03-29 06:04:09,3
594,2,11,2023-03-16 06:07:50,2
595,3,13,2023-06-04 18:27:53,2
596,3,29,2024-07-14 01:25:14,3
597,1,18,2024-03-11 14:50:37,3
598,6,24,2023-11-19 09:55:47,2
599,4,43,2024-10-10 14:52:19,1
600,2,29,2024-07-21 00:58:05,1
601,2,31,2023-04-14 20:05:37,3
602,7,48,2023-01-24 13:04:51,3
603,8,1,2024-08-15 02:11:12,2
604,10,7,2024-04-17 19:38:16,2
605,1,33,2024-10-01 10:16:54,3
606,5,5,2023-09-16 23:39:37,1
607,6,22,2024-09-09 13:39:34,2
608,5,45,2023-10-18 01:02:14,2
609,3,34,2023-07-29 13:55:06,1
610,4,19,2024-09-20 16:55:26,2
611,10,26,2023-09-01 01:43:25,2
612,2,27,2024-01-15 04:15:24,2
613,9,8,2024-07-28 18:24:26,2
614,10,33,2023-08-20 22:58:57,3
615,4,41,2023-06-12 23:57:24,1
616,8,48,2024-10-06 02:24:21,3
617,10,48,2023-10-07 12:00:31,1
618,10,13,2023-07-25 06:42:03,1
619,1,9,2023-09-28 08:07:58,3
620,4,34,2024-04-26 20:09:57,1
621,2,41,2023-10-13 16:44:57,1
622,2,11,2023-11-24 18:39:25,3
623,5,29,2024-07-15 19:29:30,2
624,7,21,2023-09-05 19:12:05,1
625,9,23,2023-05-06 00:47:25,3
626,3,37,2023-10-18 08:39:14,2
627,6,24,2023-08-25 10:46:26,2
628,3,7,2023-03-22 12:14:04,3
629,4,45,2024-01-18 20:26:14,2
630,7,9,2023-08-18 02:39:57,1
631,5,43,2023-03-25 16:31:26,1
632,5,25,2024-07-21 04:34:32,2
633,6,38,2023-05-08 21:25:19,2
634,10,21,2023-06-04 01:40:03,3
635,1,1,2023-01-01 23:32:50,3
636,1,34,2024-07-28 19:28:01,1
637,2,34,2023-05-30 02:38:20,3
638,6,36,2024-03-11 18:53:42,2
639,8,2,2024-01-08 18:20:13,2
640,3,26,2023-05-24 02:00:41,1
641,1,6,2024-03-19 08:04:34,2
642,9,17,2023-09-24 23:38:43,2
643,4,50,2023-06-18 13:23:37,2
644,7,41,2024-05-20 14:12:53,1
645,6,44,2024-02-10 20:33:54,1
646,6,32,2024-04-13 08:43:18,1
647,8,36,2024-09-30 17:13:25,1
648,1,7,2024-06-04 13:04:29,1
649,3,24,2023-11-24 12:06:25,1
650,5,19,2024-11-24 18:04:44,3
651,6,44,2024-07-31 19:09:09,2
652,7,10,2023-03-03 13:43:05,1
653,1,26,2024-09-12 06:46:42,1
654,2,39,2023-11-03 23:01:37,3
655,4,50,2024-08-21 10:36:49,3
656,1,23,2023-03-21 20:55:12,3
657,7,37,2023-12-13 04:27:12,3
658,2,9,2024-03-14 17:42:39,3
659,1,16,2024-05-03 04:07:47,2
660,4,26,2023-12-23 23:56:44,3
661,6,49,2023-12-26 13:36:24,2
662,5,9,2024-02-05 13:37:44,3
663,7,39,2024-10-11 13:50:18,2
664,10,43,2024-07-15 08:00:38,1
